"municipality","votes","candidate","parties","file","district"
"上砂川町",819,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"由仁町",1543,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"由仁町",1606,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"長沼町",2450,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"長沼町",3229,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"栗山町",2935,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"栗山町",3600,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"月形町",861,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"月形町",993,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"浦臼町",502,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"浦臼町",509,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"新十津川町",1761,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"新十津川町",2134,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"妹背牛町",769,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"妹背牛町",977,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"秩父別町",609,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"秩父別町",869,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"雨竜町",686,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"雨竜町",788,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"北竜町",594,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"北竜町",587,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"沼田町",918,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"沼田町",1058,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"増毛町",937,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"増毛町",1549,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"小平町",755,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"小平町",1182,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"苫前町",741,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"苫前町",1102,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"羽幌町",1717,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"羽幌町",2308,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"初山別村",283,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"初山別村",522,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"遠別町",540,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"遠別町",1032,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"天塩町",610,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"天塩町",1215,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"北海道第１０区 合計",82718,"神谷　ひろし","立憲民主党","000785193.xls","北海道第１０区"
"北海道第１０区 合計",96843,"いなつ　久","公明党","000785193.xls","北海道第１０区"
"帯広市",41777,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"帯広市",40005,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"音更町",11715,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"音更町",10236,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"士幌町",1672,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"士幌町",1914,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"上士幌町",1496,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"上士幌町",1395,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"鹿追町",1515,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"鹿追町",1747,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"新得町",2004,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"新得町",1679,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"清水町",2694,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"清水町",2509,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"芽室町",5024,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"芽室町",4856,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"中札内村",1237,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"中札内村",1184,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"更別村",930,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"更別村",1059,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"大樹町",1457,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"大樹町",1694,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"広尾町",1541,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"広尾町",2257,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"幕別町",8149,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"幕別町",6546,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"池田町",2137,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"池田町",1752,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"豊頃町",932,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"豊頃町",1045,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"本別町",2228,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"本別町",1975,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"足寄町",2871,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"足寄町",1352,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"陸別町",834,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"陸別町",674,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"浦幌町",1325,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"浦幌町",1457,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"北海道第１１区 合計",91538,"石川　かおり","立憲民主党","000785193.xls","北海道第１１区"
"北海道第１１区 合計",85336,"中川　ゆうこ","自由民主党","000785193.xls","北海道第１１区"
"北見市",19348,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"北見市",28258,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"北見市",5608,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"網走市",6944,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"網走市",8747,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"網走市",1487,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"稚内市",4248,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"稚内市",9635,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"稚内市",1388,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"紋別市",3203,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"紋別市",5935,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"紋別市",707,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"猿払村",405,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"猿払村",958,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"猿払村",89,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"浜頓別町",700,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"浜頓別町",1223,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"浜頓別町",179,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"中頓別町",303,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"中頓別町",566,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"中頓別町",106,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"枝幸町",1043,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"枝幸町",2843,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"枝幸町",249,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"豊富町",641,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"豊富町",1307,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"豊富町",175,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"礼文町",302,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"礼文町",1100,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"礼文町",86,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"利尻町",276,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"利尻町",1043,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"利尻町",71,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"利尻富士町",306,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"利尻富士町",1363,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"利尻富士町",76,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"幌延町",283,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
"幌延町",930,"武部　あらた","自由民主党","000785193.xls","北海道第１２区"
"幌延町",101,"菅原　まこと","日本共産党","000785193.xls","北海道第１２区"
"美幌町",2665,"かわはらだ　英世","立憲民主党","000785193.xls","北海道第１２区"
